Velo,SpinRate,HorzBreak,InducedVertBreak,Chance
88.84,2199,15.84,9.34,0.2982085000000001
92.82,2361,3.87,18.96,0.21363524999999997
93.74,1909,10.34,17.61,0.26678305
94.84,2432,4.78,19.27,0.22058707
92.25,1958,2.9,16,0.2442164
92.83,2019,7.89,20.57,0.23213028000000002
93.01,2299,3.09,15.51,0.23567954000000008
92.5,2537,5.39,16.24,0.22528477000000002
91.35,2210,9.69,15.05,0.25554831999999994
92.33,2105,7.5,16.87,0.24700220999999997
93,2330,14.31,14.95,0.27263438
89.96,2089,16.2,6.88,0.32427971999999994
94.82,2311,4.93,18.91,0.22865087999999997
93.08,1870,16.01,6.94,0.34754469
94.92,1982,13.72,14.96,0.29535940000000005
94.96,2488,11.87,3.05,0.33844847999999994
93.35,2181,14.32,9.39,0.31455571
94.37,2211,19.08,9.24,0.33361018000000003
92.65,2123,7.85,17.72,0.24361305000000003
97.17,2318,10.99,14.79,0.28280076000000004
89.13,2089,3.6,15.42,0.22968995999999994
89.63,2085,11.94,9.7,0.29266218
91,2113,0.89,17.45,0.21643242000000004
94.5,2378,16.94,11.84,0.30423982
94.99,2238,14.86,9.65,0.31955811
99.44,2093,17.24,13.86,0.3285385
92.29,2176,7.54,20.24,0.22340280000000004
95.57,1969,11.82,16.99,0.28075305
96.29,2448,1.47,17.08,0.2293299900000001
94.6,2341,6.36,15.69,0.25014563
92.1,2120,15.64,7.95,0.32443317
90.91,2029,8.11,11.26,0.27969505
95.6,2404,5.16,17.53,0.23700122999999995
91.48,2074,15.25,5.13,0.3394748600000001
92.37,2311,2.1,16.92,0.22062564000000004
94.6,2359,6.59,15.74,0.24974186999999998
94.47,2119,3.59,13.89,0.26187006
97.28,2532,3.28,18.47,0.22729385000000002
92.83,2289,6.9,19.39,0.22383600999999997
97.44,2137,1.89,17.55,0.2472378
94.83,2417,5.49,16.44,0.24049352999999996
89.71,1915,15.77,7.52,0.32587472999999995
93.78,2255,3.72,19.85,0.21701767000000005
94.08,2129,13.65,-0.06,0.37510101
93.92,2583,-0.52,10.2,0.24759928000000006
86.35,1725,15.07,2.76,0.34570330999999993
87.85,2376,-1.52,16.3,0.18947164
95,2104,4.46,15.81,0.25612093
98.44,2391,-1.68,15.83,0.23943128999999996
92.39,2071,0.93,16.25,0.23204371999999995
95.65,2429,1.27,18.8,0.21628911000000012
97.25,1912,11.31,7.38,0.34732392999999995
91.99,1817,9.55,15.15,0.27534908
98.74,2484,15.97,12.55,0.31144204
87.48,2093,14.56,7.19,0.30579409
92.08,2265,-1.29,11.86,0.24129979000000001
94.43,2344,2.88,19.47,0.21559075
93.57,2364,-1.37,8.17,0.26556517999999996
93.57,2309,7.48,20.6,0.22082097999999994
96.08,1996,12.4,12.91,0.30824181
93.11,1902,13.34,12.56,0.30402344
93.42,2099,5.26,18.04,0.23820362000000006
93.53,2329,4.6,15.92,0.23892926000000003
92.08,2099,11.61,18.03,0.25198184
99.03,2224,14.71,8.99,0.34213504000000006
95.52,2556,6.4,20.39,0.21634609
94.15,2413,14.13,12.99,0.28534274000000004
96.95,1898,14.67,7.47,0.35654476
93.51,2103,20.42,10.16,0.33325348000000005
93.77,2290,12.98,17.47,0.25863453000000003
93.92,2039,12.8,14.95,0.28538529
91.63,2205,3.15,20.72,0.20246751
93.66,2162,14.82,10.95,0.30899883
92.28,2032,16.78,6.98,0.3386716
94.61,2237,10.69,10.42,0.30020799
89.05,2170,5.35,17.97,0.2157329
96.34,2200,13.91,13.11,0.3036362600000001
92.71,2245,7.67,14.36,0.25800543
92.02,2119,13.6,13.64,0.28346064
91.25,1992,19.1,5.87,0.34972985
93.05,2396,7.4,16.5,0.23893419999999999
94.83,2154,10.96,14.18,0.28318563999999996
96.02,2262,10.22,13.31,0.28662034999999997
94.08,2335,12.81,11.48,0.29355559
92.99,2057,6.81,13.71,0.26908606
93.21,2252,6.93,15.19,0.25265546
92.09,2235,2.41,16.43,0.22673425999999997
91.32,2337,10.36,20.21,0.22062367000000005
91.96,2229,14.61,11.89,0.2918689
94.03,2306,5.79,21.57,0.21193418000000003
93.82,2066,15.11,9.48,0.32386877000000003
95.7,2716,7.21,12.96,0.25716663
95.53,2630,8.19,16.85,0.23993598
92.09,2365,10.08,20.15,0.22234667000000002
93.54,2325,10.98,18.46,0.24377852
92.25,2101,10.67,12.84,0.28100031
93.24,2081,12.2,13.52,0.28710987999999993
92.28,2334,15.53,10.8,0.29798115000000003
97.22,1954,16.8,6.39,0.36838189
97.53,2482,14.87,12.3,0.30408417000000004
93.87,2002,7.28,14.65,0.27141293
93.82,1969,1.85,12.89,0.26633574000000004
94.92,2172,8.4,12.71,0.28363729000000004
95.35,2381,15.48,10.07,0.31408538999999996
87.68,1954,7.82,10.09,0.27452337000000004
93.26,2478,8.91,20.02,0.21966075000000007
93.29,2167,5.59,17.09,0.24126410000000004
92.62,2418,6.37,19.79,0.21293040000000002
96.41,2300,3.74,18.38,0.23588294000000004
92.47,2116,3.15,8.96,0.28121199
96.38,2524,7.91,18.14,0.24000059
94.34,1938,14.67,14.97,0.29762644
88.32,1983,12.77,11,0.28609675
96.93,2350,2.93,12.15,0.27098130000000004
97.92,2444,3.27,20.05,0.22467560000000003
90.13,2023,6.14,15.52,0.24459148
96.81,2319,8.47,20.04,0.24161163000000005
91.85,2246,13.31,19.4,0.24128423
92.75,2308,18.77,8.33,0.32631116000000004
93.69,2188,-2.75,17.6,0.21301272999999998
96.49,2421,15.38,14.05,0.29317026999999996
90.72,1740,17.53,2.37,0.37498758
90.38,2229,16.36,13.64,0.27958244
97.31,2395,5.38,16.96,0.24933396000000008
92.82,2287,-6.7,9.53,0.24081529
90.79,2649,10.86,18.69,0.21469811000000008
96.71,2303,2.68,14.54,0.25694036
95.73,2215,15.86,6.43,0.34650629000000005
96.04,2419,2.34,12.54,0.2595824000000001
92.74,2083,17.38,11.52,0.31296482000000003
91.59,2142,12.93,5.71,0.3261360200000001
93.1,2255,3.71,19.77,0.21436628000000002
88.4,2161,10.98,15.33,0.24666649000000002
94.57,2362,10.03,14.12,0.26997182999999997
92.69,2255,1.33,18.6,0.21211237
94,2036,16.7,9.71,0.32963774999999995
96.46,2037,8.7,16.24,0.27648742
91.8,2077,12.39,17.35,0.25824062000000003
94.43,2204,13.53,13.66,0.29023995
96.91,2511,3.03,19.59,0.21903476
96.42,2057,12.15,11.93,0.31213504000000003
99.66,2300,7.02,16.72,0.27095438000000005
93.76,2154,17.09,10.65,0.31871654
97.6,2034,10.18,13.17,0.30494368999999993
97.95,2333,18.57,7.31,0.35441446000000004
91.39,2367,9.43,2.83,0.32138511999999997
88.04,2127,4.47,19.83,0.19913134000000005
93.48,2510,11.48,17,0.24542680000000006
94.42,2112,16.84,9.05,0.33250191
94.85,2087,4.88,16.64,0.25252273999999997
89.7,1854,15.86,13.39,0.29352502999999996
95.9,2241,7.89,16.02,0.26342617
96.16,2681,9.9,7.47,0.30233927000000005
96.83,2467,1.51,15.97,0.23773974
90.78,2152,15.64,16.96,0.26266688000000005
91.61,2296,8.05,12.54,0.26281387
92.2,2019,14.41,9.74,0.31486893
97.55,2272,10.65,15.67,0.28026809999999996
93,2280,0.47,11.99,0.24952606000000005
94.87,2161,-0.26,14.37,0.24686411000000003
93.77,2033,16.52,11.65,0.31647465
94.41,2364,2.21,13.04,0.25123585000000004
96.99,2304,6.85,16.28,0.26071153
93.96,2331,4.83,17.17,0.23398676000000002
96.61,2445,7.25,17.77,0.24482032000000004
93.82,2476,6.41,13.91,0.25131191999999997
93.66,1957,16.81,12.03,0.3180546000000001
93.74,2346,2.57,20.49,0.20523813999999996
93.69,2406,6.96,18.93,0.22538301000000002
95.29,1974,17.98,3,0.38277512
93.55,2114,12.57,14.73,0.28088456000000006
94.79,2123,14.11,8.36,0.32931971000000004
91.04,2244,8.27,19.63,0.22055454000000008
93.1,2461,4.05,18.18,0.21561425000000006
95.82,2200,8.58,18.97,0.24931193
95.26,2301,4.07,13.09,0.26349388
94.5,2175,4.13,16.93,0.24282374000000007
91.55,2363,5.57,16.99,0.22492866
95.05,2385,10.09,16.18,0.25888867000000004
92.37,2111,5.63,13.21,0.26312258000000005
91.13,2149,10.84,12.06,0.27893248000000004
95.86,2213,2.44,16.09,0.24707839
92.88,2156,10.62,11.96,0.28651222
96.03,2462,5.28,21.72,0.21144810000000003
93.55,2223,13.05,11.54,0.29663295000000006
90.92,2266,10.11,15.15,0.25174222
87.1,2011,12.9,13.3,0.2658028
95.57,2258,5.72,13.87,0.26732235000000004
97.51,2198,15.42,5.61,0.35896823
96.52,2298,12.93,14.17,0.29054157999999997
90.84,2217,8,17.99,0.22991113000000002
92.09,2154,13.08,11.83,0.29146527000000005
97.63,2377,8.04,16.02,0.2655852799999999
95.29,2015,10.88,14.26,0.29089072000000005
90.08,2071,9.59,10.17,0.28518268
88.08,1772,15.57,6.39,0.33114312
93.17,2202,5.24,13.23,0.26128411
97.59,2254,13.77,16.3,0.28721939
95.7,2635,1.77,21.59,0.19187536000000005
92.41,2403,8.65,16.34,0.24056307000000005
95.39,2306,19.25,9.63,0.33211258
94.23,2125,7.77,13.95,0.27319422000000004
93.88,2535,1.67,20.75,0.19288121999999996
91.56,2058,16.36,6.25,0.33728795
92.7,1951,9.18,11.98,0.29042144000000003
97.75,2332,17.24,12.23,0.31975107
89.74,1953,4.54,17.34,0.23004200000000002
92.56,2008,19.27,7.88,0.34339713000000005
93.16,2118,6.15,17.67,0.24115981999999994
94.19,2596,6.38,13.51,0.24984417000000003
94.13,2054,17.54,10.89,0.32492383
93.24,2311,14.95,13.31,0.28647538000000006
92.8,2504,9.25,16.13,0.2408757
92.05,2425,7.86,16.33,0.23551062999999994
94.51,2183,3.42,10.21,0.28077523000000004
93.02,2286,14.4,13.82,0.28182134
92.37,2143,12.95,14.59,0.27620923999999997
94.62,2357,4.15,17.99,0.22874794000000004
96.92,2559,11.25,17.16,0.25720339000000003
90.18,2158,14.9,7.5,0.31434156
97.52,2325,17.64,9.28,0.33804396
93.33,2315,4.81,19.99,0.21478934000000005
92.52,2092,7.34,14.47,0.26242211
96.45,2193,8.17,17.33,0.2611057600000001
90.49,2017,16.4,9.59,0.31427763000000003
92.48,2193,0.75,18.41,0.21331496
93.7,2424,0.96,11.08,0.25316608000000007
93.5,2157,2.24,18.04,0.22649232000000002
90.99,2209,10.51,14.85,0.25771746
96.43,2236,15.18,10.72,0.32077120000000003
95.38,2431,15.37,13.36,0.29177646999999995
95.3,2384,-0.36,11.58,0.25515442000000005
93.85,2396,10.9,17.36,0.24833279999999996
93.3,2146,4.48,17.68,0.23524604
94.24,2206,17.44,11.5,0.31450690000000003
96.4,2425,5.46,16.32,0.24792038000000005
96.26,2316,0.61,18.92,0.22144054999999999
96.06,2254,16.11,10.53,0.32231160000000003
89.81,2010,13.81,13.05,0.2825596
92.37,1822,8.98,13.95,0.28230453
94.14,1950,12.61,12.7,0.30341020999999996
93.62,2487,8.41,19.88,0.22017467000000007
97.75,2733,11.09,14.52,0.26846177000000004
96.82,2066,20.34,2.97,0.3931108099999999
99.78,2316,16.69,5.52,0.36845163000000003
88.45,2099,4.19,16.78,0.21978037
94.43,2298,6.4,20.31,0.22362031000000002
97.63,2459,11.55,15.53,0.27576006
95.54,2424,10.26,17.62,0.2512005600000001
89.31,2308,12.84,16.73,0.24148848999999997
92.45,2297,4.61,18.13,0.22217748000000004
91.61,2436,9.27,3.96,0.31193443
95.08,2068,9.53,11.04,0.30270035000000006
97.32,1985,13.75,9.84,0.33711308999999995
94.42,2539,4.48,16.68,0.22845968
93.29,2352,5.82,20.26,0.21444714000000004
93.63,2109,15.4,11.31,0.31092111
95.04,2355,7.92,14.65,0.26265239000000007
92.29,2111,8.12,18.32,0.23974614
96.28,2488,6.41,19.2,0.23011499
93.78,2139,11.19,14.45,0.27817108
93.43,2403,7.32,17.37,0.2348569700000001
96.29,2177,5.7,17.28,0.25369288
88.28,1962,13.98,9.07,0.30227895000000005
90.9,1716,9.93,15.98,0.2711680900000001
94.51,2325,10.19,15.18,0.26549849000000003
95.49,2289,10.46,15.83,0.26853781000000004
95.11,2150,4.05,18.48,0.23715797000000002
92.43,1973,16.48,11.21,0.31562365000000003
89.59,2092,15.3,9.49,0.30391903
93.58,2446,6.64,18.52,0.22452808
93.77,2365,5.95,15.85,0.24302034
91.82,2096,8.35,16.98,0.24707778999999996
89.69,2287,15.6,18.77,0.24050812999999996
92.61,2340,16.92,15.9,0.27282648
93.45,2177,6.18,18.13,0.23711459000000001
93.97,2391,12.11,16.76,0.25650206999999997
91.41,2172,17.26,7.67,0.32566045
93.5,2217,15.52,9.91,0.31421301
96.54,2556,3.98,19.34,0.21976792000000006
96.63,2387,8.18,13.65,0.27528375
92.85,2310,12.9,15.77,0.26351815
94.81,2498,7.77,15.1,0.25190263000000007
95.23,2258,11.99,13.76,0.28601523000000006
94.91,2020,1.3,19.71,0.22617457
96.48,2362,5.77,18.3,0.24019677000000006
91.82,2097,17.12,9.79,0.31774065000000007
93.19,2303,4.54,17.37,0.22964015000000002
93.04,1921,4.14,14.03,0.26524935000000005
92.96,1948,11.63,10.54,0.30807171
91.66,2100,15.49,8.7,0.31835069
93.26,2395,7.14,18.84,0.22502734000000002
89.72,2000,15.56,2.56,0.35127252
94.83,2274,5.79,18.41,0.23608198
91.63,2101,10.78,3.54,0.33454789999999995
93.15,2309,15.82,18.56,0.2572417600000001
91.82,1802,10.16,15.3,0.27625881999999996
93.24,2024,5.45,14.66,0.26176033
93.83,2266,7.51,18.57,0.23629234000000002
92.84,2048,16.54,2.65,0.36583545
94.88,1922,8.75,13.38,0.29191111
95.34,2176,13.24,9.74,0.31838050000000007
92.06,2201,6.51,16.88,0.23824085
93.88,2466,-0.16,17.81,0.20802603000000003
96.56,2119,14.39,3.26,0.36917879000000003
94.73,2053,15.64,13.22,0.30773468
93.2,2076,11.57,15.26,0.27470441
92.51,2260,7.68,17.38,0.23824476000000006
98.48,2362,18.6,10.67,0.33535961
94.15,1996,6.47,11.96,0.28664151000000004
95.03,2199,-0.47,18.5,0.22032215
97.26,2205,11.73,15.36,0.28724090999999996
94.43,1998,12.21,12.18,0.30442819
96.73,2122,8.03,14.1,0.28464425000000004
92.59,1675,16.22,3.69,0.37443839
93.86,2402,3.11,18.15,0.21901690000000001
88.97,2339,15.1,8.32,0.29625204000000005
96.87,2457,17.92,7.82,0.3387304
95.52,1934,10.33,14.15,0.2945786799999999
97.1,2230,2.1,16.66,0.24746400000000002
93.48,2350,3.92,16.82,0.23019742000000004
93.83,2333,2.14,17.23,0.22454013
94.86,2055,16.52,6.93,0.34888202999999995
96.03,1946,10.03,15.78,0.28560045
95.86,2223,15.14,5.58,0.34960724
92.67,2172,14.59,15.4,0.27649691
97.95,2552,1.42,14.76,0.24598236
97.56,1958,8.11,17.42,0.27615595
95.19,1847,14.83,2.93,0.37869442
87.83,1863,15.86,6.92,0.32356544000000004
94.07,2386,20.25,9.37,0.32713224
94.59,2549,13.08,18.42,0.24515351999999999
91.62,2151,5.4,16.71,0.23607129000000004
92.33,2241,6.71,14.56,0.25225118999999996
93.45,2046,18.18,8.76,0.33701844
96.84,2233,16.36,2.86,0.37382006
93.35,2348,6.33,8.63,0.28656673999999993
94,2290,10.48,16.69,0.25657578999999997
93.92,2198,15.41,11.12,0.30936167000000003
93.98,2267,11.26,7.3,0.3165440400000001
96.68,2450,5.84,14.19,0.26207773
94.19,2079,16.05,11.42,0.31621102999999995
93.77,2416,2.63,17.4,0.22098763
93.11,2345,3.2,17.32,0.22347642000000004
94.5,2328,11.11,16.53,0.26005548
84.75,2027,16.3,9.47,0.28804645
94.12,2519,5.41,18.43,0.2203637200000001
90.05,2351,7.45,18.44,0.21576784999999998
94.69,2305,2.77,13.83,0.25219274
97.18,2118,13.76,14.81,0.30049659000000006
93.5,2358,8.77,19.34,0.22988741000000001
93.53,2381,13.42,15.08,0.26916392000000006
94.69,2339,14,11.66,0.29878787999999995
94.69,1857,15.54,-5.03,0.4261337499999999
96.47,2632,15.16,13.51,0.28602387
93.77,1977,14.27,6.79,0.34128299999999995
96.44,2289,9.48,11.48,0.29601992
97.58,2169,9.78,18.07,0.26792475000000004
92.96,NA,15.85,4.86,NA
94.17,2445,1.57,17.93,0.21498640000000002
94.54,2153,2.74,15.13,0.2505134500000001
90.85,1936,14.41,2.35,0.35701978
90.57,2375,3.86,18.58,0.20499061999999996
90.49,2443,13.68,14.29,0.25803997
96.47,2085,16.97,6.52,0.35873445000000004
91.58,2138,16.68,8.46,0.3214153
93.05,2380,8.79,16.46,0.24424576999999992
91.61,2109,4.06,16.04,0.23779280000000008
89.13,2358,10.95,15.28,0.24122111000000002
95.93,2223,15.3,11.72,0.31343276000000003
94.23,2351,3.91,14.52,0.24739959000000006
97.38,2460,10.37,18.72,0.25166907
96.59,2326,11.92,20.1,0.25070164000000006
91.36,1908,15.67,4.23,0.35323118
97.22,2829,11.26,7.57,0.30407097000000005
94.79,2330,9.88,14.12,0.27196622000000004
92.94,2335,11.39,15.91,0.2572295
90.7,2094,17.12,10.13,0.31071951
97.02,2206,17.68,12.95,0.31920253
90.63,2173,14.24,12.97,0.28069253000000005
93.18,2569,6.4,11.18,0.26056846
94.32,2198,14.83,6.24,0.3387771299999999
94.42,2257,18.56,4.75,0.35716897000000003
93.97,2950,13.53,6.9,0.29485283000000007
94.22,2072,7.21,17.06,0.25507877
92.24,2262,11.18,15.82,0.25725132
97.64,1956,14.71,9.75,0.34343566000000003
89.22,2193,18.38,7.1,0.32164408
92.41,2317,17.72,10.92,0.30546578
94.43,2274,8.09,15.92,0.25644233000000005
91.55,1805,15.6,6.86,0.3427304
93.1,1983,7.61,16.2,0.26045843
92.17,2076,14.47,11.02,0.30460825
94.16,2290,6.18,19.59,0.22640431000000003
95.11,2415,6.83,22.63,0.20875216000000002
93.46,2146,16.37,8.97,0.32558617999999995
97.65,2413,6.27,19.35,0.23844396000000007
95.29,2261,3.35,16.91,0.24019068000000002
96,2483,4.01,18.02,0.22867993
95.58,2058,15.93,10.8,0.32687055
95.85,2287,9.04,7.96,0.31325342
94.58,2150,10.53,10.3,0.30426165000000005
95.3,2316,8.53,13.35,0.27535444
93.61,2269,5.53,16.35,0.24234386000000002
94.15,2274,8.51,17.08,0.24948763000000004
93.9,2409,12.21,14.74,0.26784473
94.11,1921,12.37,5.94,0.34457523
95.21,2350,6.32,19.3,0.23064288
94.62,2513,7.59,19.61,0.22261696000000003
94.98,2506,6.8,18.12,0.23108856
95.91,1957,15.29,11.56,0.32640389000000003
97.23,2403,7.5,16.35,0.25890021
92.08,2250,11.9,12.38,0.28004315999999996
95.48,2029,8.38,17.47,0.26397135000000005
94.22,2065,18.15,7.85,0.34505384000000006
94.87,1948,6.19,16.73,0.26250126
97,2229,12.86,15.29,0.28891113
96.21,1986,13.58,7.29,0.34683650999999993
96.16,2345,16.74,14.42,0.29714843999999996
90.22,2228,9.97,8.28,0.29123615
91.01,1904,6.23,15.99,0.25148176
92.69,2088,6.79,16.79,0.24768440000000003
91.84,2233,10.78,7.22,0.30731472000000004
93.93,2061,11.83,10.48,0.3083301500000001
87.21,1838,17.35,12.59,0.2923685199999999
94.39,1851,10.11,9.71,0.31927236000000003
94.82,2444,3.1,18.37,0.22012448999999995
96.52,2120,15.28,8.45,0.34046043
92.26,1984,18.69,8.87,0.33534684000000003
93.38,2079,9.76,10.55,0.29811388999999994
92.22,2288,6.81,18.08,0.22871047
90.77,2125,17.06,7.54,0.32504262000000006
91.1,2308,8.48,18.66,0.22440994
96.98,2249,8.9,16.42,0.26873256000000006
94.07,2747,7.28,13.48,0.24540258
93.91,2338,1.56,16.25,0.22877025
94.99,2313,7.91,16.86,0.25099301
91.89,2542,2.02,16.3,0.21138794000000005
95.85,2493,9.26,17.9,0.24465837999999998
89.58,2145,2.79,18.7,0.20689763
98.8,2150,12.29,14.09,0.30617501999999996
93.08,1881,5.57,14.94,0.26623896999999996
94.33,2018,12.93,9.92,0.31892505
93.09,2480,6.52,7.4,0.28736554000000003
94.23,2392,8.65,17.89,0.24002876000000006
93.3,2148,11.15,15.91,0.26664949999999993
93.52,2518,4.19,18.75,0.21193405999999998
93.05,2002,4.67,16.4,0.24897730999999998
93.23,2341,8.06,17.14,0.24046854000000006
97.95,2537,1.33,17.83,0.22788854000000003
90.12,2198,17.36,10.11,0.30420116999999997
97.64,2293,16.21,13.95,0.30744795999999996
91.01,2025,10.54,15.09,0.26484679000000005
95.01,2057,7.77,14.19,0.27840738
93.72,2201,4.88,18.01,0.23391502999999997
70.99,1664,10.88,14.59,0.19405147
87.46,1961,8.21,17.18,0.23170124999999997
96.72,2033,8.71,11.96,0.3036741700000001
92.17,1921,16.3,7.78,0.33691234000000003
92.68,2338,14.15,12,0.28808381
95.4,2416,4.84,16.73,0.23936227
92.11,2253,10.86,9.06,0.29679830000000007
91.43,1897,8.17,17.8,0.24887037
91.66,2068,16.01,6.09,0.33715910000000004
92.02,2086,15.82,17.71,0.26737675000000005
94.71,2552,15.77,6.62,0.32506002999999994
94.71,2336,9.25,17.83,0.24700741999999998
93.32,2087,12.38,13.71,0.28661862999999993
92.63,2449,8.36,16.46,0.23784043999999993
97.54,2451,7.39,16.3,0.25808335000000004
94.48,2258,14.48,14.38,0.2866345
92.95,2215,-2.01,17.04,0.21409067000000004
91.14,2351,15.49,15.5,0.26356284999999996
95.41,2429,10.06,15.74,0.2610819
96.18,2243,3.07,16.93,0.24407672000000008
95.45,2519,4.98,18.14,0.22683554000000006
95.84,2192,10.81,16.6,0.27101151
97.4,2387,11.03,18.65,0.25757204000000006
95.62,2463,18.86,4.15,0.35780167000000007
96.29,2308,2.78,16.56,0.24293812000000006
94.25,2398,10.51,8.7,0.3010249300000001
94.37,1980,3.72,10.66,0.28761900000000007
94.73,2390,-0.12,5.73,0.28827625
94.23,2298,3.66,20.12,0.21529564000000004
94.72,1911,14.78,7.5,0.34594148
96.42,2026,9.78,14.69,0.28951813000000004
92.49,2283,3.26,13.82,0.24475006
93.75,2356,8.91,19.96,0.22782083
96.09,2454,8.39,18.52,0.24107915000000002
90.06,2109,13.87,13.97,0.2738300800000001
97.37,2504,14.02,15.06,0.2830675
94.57,2122,2.21,15.96,0.24540796999999998
94.33,2286,8.84,15.4,0.26091418
91.03,2223,-2.83,18.22,0.19529647
93.65,1979,12.73,7.24,0.33312369000000003
92.61,2201,8.83,14.18,0.26426281
89.71,1889,3.66,15.42,0.24164329999999995
96.66,2233,9.33,17.41,0.26338046
92.56,2189,8.88,18.09,0.24118031000000006
94.38,2227,16.12,9.58,0.32163362
92.41,2025,17.55,8.84,0.33078207000000004
92.04,2392,9.12,19.23,0.2234322900000001
95.13,2663,2.24,20.52,0.19591277999999995
93.55,2192,10.1,11.77,0.28744795
95.05,2483,4.56,22.35,0.19997542999999998
95.37,2328,4.83,17.2,0.24037523000000005
95.37,2045,15.07,12.95,0.3108658
92.93,2207,8.28,15.45,0.25607965000000005
94.1,2650,0.88,19.23,0.19533169
94.58,2522,6.78,16.67,0.23720795
95.11,2114,16.14,9.21,0.33240838999999994
97.1,2016,15.25,6,0.36251635
92.29,1928,3.48,18.42,0.2329977200000001
95.48,2592,4.66,20.5,0.20842524
92.6,1945,17.44,1.37,0.37996007
93.46,2305,12.51,16.9,0.25850275
96.42,2404,9.38,13.09,0.28067213
90.76,1982,12.93,8.97,0.31000406
94.14,2309,15.23,10.88,0.30618756999999996
99.27,2332,17.38,12.79,0.32374853000000003
89.12,2512,6.51,19.11,0.1972112200000001
95.91,2416,3.08,16.46,0.23781916000000003
93.28,2380,5.4,21.66,0.20337806000000003
94.87,2423,-2.78,16.54,0.21397270000000002
93.39,2066,12.58,14.92,0.28122992
97.35,2371,7.35,17.93,0.2509189
94.68,2062,7.4,18.78,0.2478636600000001
94.18,2343,10.12,18.99,0.23999837000000002
92.17,2049,10.65,12.18,0.28692059000000003
96.25,2324,16.22,9.29,0.32780091
91.47,2208,18.02,6.67,0.3326910500000001
89.15,2089,9.67,16.07,0.24482156000000002
92.14,2168,17.11,9.22,0.31936591000000003
93.93,2451,8.71,17.63,0.2377236400000001
95.95,2596,2.81,19.32,0.21171892999999997
94.61,2252,13.13,8.51,0.31865186000000006
94.59,2129,3.82,19.06,0.23153054
95.44,2329,10.5,15.18,0.27052687999999997
95.51,2433,6.63,19.2,0.22979731000000003
93.31,2417,13.46,5.92,0.3218326
93.12,2301,4.7,15.5,0.24117844
93.5,2407,1.58,14.15,0.23646838999999997
95.34,2139,8.64,16.7,0.26376790000000006
91.44,2196,9.59,17.94,0.23887275000000002
92.75,2110,13.73,13.44,0.28881228999999997
94.12,2562,10.44,14.55,0.2574886100000001
94.92,2230,9.27,16.35,0.2617785
96.85,2127,13.22,10.52,0.32274156000000004
95.47,2354,4.89,21.71,0.21266046
93.84,2210,10.2,9.15,0.3040479300000001
91.21,2500,5.85,19.27,0.20426782
96.61,2381,7.21,17.68,0.24815605000000002
92.76,2108,3.78,21.97,0.20648201
95.19,2011,10.52,16.93,0.27340589000000004
92.33,2374,7.99,17.6,0.23186783
93.25,2298,13.5,15.84,0.2673422
87.06,1793,15.6,9.31,0.30803296999999996
95.25,2248,4.1,17.61,0.23872574999999996
94.12,1926,7.11,12.79,0.28669462000000007
93.92,2136,13.63,10.17,0.3123536800000001
94.03,2420,9.39,20.84,0.22237682999999997
87.5,1854,12.71,7.68,0.30805393000000003
90.09,2020,10.85,15.26,0.26082163
90.61,2030,4.53,12.43,0.26005126
94.53,2300,14.88,12.92,0.29499310000000006
95.94,2694,8.31,19.83,0.22130826
93.33,1966,13.89,12.48,0.30430833
94.38,2188,3.98,18.64,0.23091230000000001
92.84,2071,13.55,8.3,0.32140763000000006
93.16,1971,5.73,13.27,0.27306136
93.19,2582,6.16,12.44,0.25168026
95.2,1825,9.7,13.66,0.29907400000000006
92.06,2182,-2.58,16.72,0.21168317999999997
94.98,2341,2.82,16.74,0.23449752000000001
95.67,2130,11.73,17.62,0.26979083000000004
88.49,1987,14.22,5,0.32736824
93.41,2199,9.31,13.54,0.27335865000000004
90.25,1990,1.79,18.13,0.21733342
95.45,2287,6.17,13.47,0.26926786
94.23,2343,6.87,15.63,0.25032072
91.87,2165,15.07,11.23,0.29978980000000005
92.13,2344,3.71,17.06,0.22221048999999998
93.87,2050,5.08,14.9,0.26084728
95.29,2301,10.2,15.88,0.26596498
94.56,2124,16.84,9.24,0.33144863999999996
89.27,2155,12.42,8.13,0.29878615
96.96,2299,10.72,14.38,0.28433617999999994
92.21,2404,6.76,6.62,0.29226559999999996
92.8,2968,5.38,19.92,0.18479654
92.06,2124,15.9,9.99,0.31258927
95.38,2408,16.53,11.89,0.3053047
91.62,1917,7.22,15.48,0.2598363
91.84,2338,11.1,12.23,0.27334083000000003
91.75,2079,16.74,6.19,0.33874537000000005
94.65,2382,2.11,15.5,0.23637613000000005
93.51,2312,3.15,18.89,0.21719062000000006
92.34,2257,12.15,8.86,0.30289883000000006
92.8,2174,5.34,16.61,0.24082076999999996
91.94,2186,1.69,15.66,0.23067505000000005
91.36,2077,15.8,7.86,0.32406001999999995
95.97,2606,4.76,18.1,0.22479452
93.01,1997,16.31,11.16,0.3169455500000001
94.39,2170,5.94,18.7,0.2375383000000001
93.64,2109,8.27,18.22,0.24706699
89.03,1954,13.44,9.09,0.30425833
93.31,2252,8.22,15,0.25828508000000006
94.09,2221,6.04,17.43,0.24180815000000008
97.17,2306,14.65,10.95,0.31791414
92.88,2595,10.6,16.56,0.23871636000000002
91.71,2592,7.96,17.24,0.22117389999999998
97.24,2272,11.22,15.08,0.28418873999999994
93.26,2024,7.78,12.69,0.28099741000000006
94.89,2431,1.57,18.87,0.21324593999999997
